geneID	A_RC	A_RPKM	B_RC	B_RPKM	C_RC	C_RPKM	D_RC	D_RPKM
UCHL1	3875	184.8788	1835	52.46109	60	4.450697	5723	100.0233
DOCK10	1139	8.219742	478	2.067037	28	0.3141622	764	2.019714
SPICE1	193	1.899774	154	0.9083458	32	0.4897292	380	1.37022
STAU2	497	8.718517	627	6.590824	781	21.30094	848	5.449343
RILPL2	234	7.609864	549	10.69841	207	10.46629	1013	12.06792
ZNF576	171	4.922265	358	6.175011	52	2.327199	566	5.968254
ZNF106	3006	19.1043	4030	15.34734	17564	173.551	6429	14.96744
JAM3	2512	38.32446	3271	29.90355	105	2.490618	5852	32.70564
CMC4	142	7.509864	386	12.23255	107	8.798101	703	13.6195
TSC22D3	284	6.919584	1080	15.76781	1445	54.73825	2127	18.98415
TOP2B	3871	37.84672	2552	14.95105	886	13.46791	4404	15.773
ACE	108	1.774415	157	1.545671	54	1.379389	3916	23.56873
TP53TG1	99	7.488083	269	12.19196	18	2.116749	549	15.21142
HLA-E	2739	55.17796	14625	176.545	3890	121.8385	13457	99.30793
CASP6	309	11.88714	305	7.030798	11	0.6579199	625	8.807669
C5orf30	732	12.87465	461	4.858599	53	1.449311	220	1.417454
SLC7A11	522	2.901449	605	2.015049	13	0.1123438	1307	2.661227
ARHGEF26	81	0.8490557	73	0.4585217	11	0.179269	145	0.5567769
IFRD1	991	15.14078	1383	12.66143	5248	124.6608	2613	14.62433
GFOD2	352	3.564991	577	3.501688	61	0.9605213	891	3.305639
TAF6	1301	30.16361	1768	24.56259	271	9.768701	3235	27.4753
IMP4	770	13.44598	1034	10.81953	305	8.280625	1210	7.740148
TPD52L2	4477	103.1302	4966	68.54745	564	20.19944	10090	85.14358
FN3KRP	524	15.38906	348	6.124153	75	3.424551	954	10.2634
TENM3	1082	5.326251	1436	4.235792	137	1.048519	2188	3.945515
CHSY3	190	2.917837	90	0.8282012	28	0.6685393	258	1.451407
ZNF394	203	4.950539	290	4.237799	130	4.929028	504	4.502451
FOXJ3	1070	10.96935	987	6.063174	825	13.14959	1888	7.090241
GANC	746	15.92579	310	3.965607	405	13.44245	757	5.919976
TMEM104	700	7.904557	952	6.441728	49	0.8602745	1825	7.549261
MURC	51	0.8833868	67	0.6954108	3417	92.02104	62	0.3934001
HSPBAP1	96	2.634683	223	3.667312	112	4.778995	272	2.734564
LZIC	861	9.19774	1011	6.47165	149	2.474718	1854	7.255206
URM1	737	14.91431	1933	23.43978	264	8.306177	2738	20.29697
TIGD5	191	4.246565	391	5.209152	23	0.7950485	332	2.703986
ELOVL5	2944	52.62574	3620	38.77528	433	12.03399	7034	46.0601
PPIP5K2	1783	13.32821	930	4.165711	65	0.7554315	1487	4.071865
CISH	35	0.8891223	154	2.344229	549	21.68339	157	1.461017
ARNT	1198	13.16224	2283	15.0302	400	6.832731	2836	11.41409
EIF4A3	1751	54.15253	2501	46.34813	367	17.64656	4057	45.96207
DEPTOR	58	1.333199	2136	29.42077	2450	87.55772	470	3.957554
RPS3A	11283	647.8275	36253	1247.282	5557	496.0628	16334	343.5496
DFNA5	493	11.67241	783	11.10865	42	1.546052	3369	29.21975
C11orf72	83	1.830943	174	2.300021	42	1.440481	429	3.466698
SAR1A	3493	62.41864	7643	81.83997	558	15.50284	6336	41.47562
SLC39A3	541	20.35936	1122	25.30146	82	4.7978	1700	23.43569
SLC43A3	1762	35.27076	3182	38.16762	85	2.645388	8478	62.16764
LINC-PINT	210	8.909512	440	11.18596	309	20.38236	1574	24.46253
ZNF253	84	2.065405	69	1.016626	27	1.03217	45	0.4053224
KDM2B	747	7.668301	622	3.826087	99	1.580066	1178	4.429818
C17orf51	745	5.049539	518	2.103832	56	0.5901262	732	1.817475
PPP6R3	2001	31.52385	1311	12.37601	821	20.10929	2340	13.50424
MARS2	173	3.005323	110	1.145048	32	0.864284	81	0.5154566
MXD4	1241	17.6387	4716	40.16563	253	5.590837	9292	48.38003
CRYZ	849	19.76949	1027	14.32993	148	5.358101	1589	13.55419
PUSL1	226	9.51307	431	10.87115	21	1.374336	533	8.218669
ZDBF2	275	1.430949	164	0.5113536	229	1.852629	461	0.8787281
PKD1P1	3385	28.83664	9281	47.3769	2339	30.97973	12330	38.47787
NUB1	1031	17.65864	1848	18.96647	518	13.79399	2945	18.47762
KIAA0930	1405	12.12319	8311	42.97142	541	7.257704	7696	24.32583
AKT3	1525	47.16311	2032	37.6567	100	4.808327	2292	25.96625
TPGS2	2308	77.06762	2358	47.18086	78	4.049414	4247	51.94939
ING1	255	6.213007	422	6.161125	95	3.598709	2126	18.97523
ADCY9	1244	8.633585	1934	8.042909	1146	12.36565	3440	8.745633
NAPG	695	10.03247	780	6.746886	122	2.738067	713	3.770287
NR2F2	800	10.82822	1941	15.74268	87	1.83083	1700	8.429041
KAT8	249	7.324776	912	16.07592	189	8.64407	1115	12.01523
MAF	96	0.7484982	2669	12.46964	654	7.92791	3411	9.74234
LRTOMT	101	2.159611	116	1.486271	37	1.230035	311	2.435996
PSPH	389	9.849299	611	9.270066	26	1.023506	647	6.000978
JHDM1D-AS1	62	1.397	283	3.821	44	1.541412	997	8.229281
TMEM99	147	3.832346	294	4.592833	49	1.986117	441	4.211609
FANCM	263	6.640227	82	1.240586	37	1.452414	179	1.65555
DDX21	4625	51.34006	1783	11.85992	1190	20.53776	2341	9.519367
TRIM23	527	11.84464	489	6.585762	178	6.220033	503	4.141344
PPP2R5C	2090	25.25461	2270	16.43638	572	10.74612	3639	16.10788
COASY	779	19.29573	1878	27.87438	152	5.853678	2221	20.15275
CPD	3200	18.97663	2752	9.779203	625	5.762496	4186	9.093486
TXNDC11	733	12.2038	1314	13.10908	304	7.869117	2140	13.05169
FAM193B	248	2.86071	615	4.250922	276	4.949857	1391	5.877753
BRMS1L	381	7.907044	457	5.683178	161	5.194891	505	3.839216
HAPLN3	96	2.426094	450	6.814511	155	6.09017	2334	21.60723
LAMTOR3	754	9.447334	1520	11.41215	199	3.876613	1186	5.443581
FBXW8	465	5.354617	487	3.360395	55	0.9846901	1062	4.479835
STK11	997	16.32048	2319	22.74702	745	18.96075	3999	23.98011
F10	51	1.947981	144	3.295816	34	2.019087	870	12.17295
FAM124A	47	1.043236	22	0.2926128	12	0.4141212	149	1.211527
NDOR1	499	5.541471	748	4.977508	41	0.7078965	1185	4.820642
GKAP1	25	0.7794589	24	0.4483843	380	18.42037	96	1.096444
EEF1B2	4592	221.8506	10078	291.7554	2780	208.8166	12270	217.1527
SCN1B	93	1.093225	170	1.197461	2076	37.94156	554	2.385603
NAP1L4	2547	54.2444	2190	27.94834	1148	38.01275	3794	29.59957
DGAT2	136	3.136878	79	1.091872	215	7.710075	429	3.62475
RNF113A	219	9.054945	516	12.78431	54	3.471338	550	8.330411
PLAGL1	1045	16.35726	1242	11.64935	143	3.480101	3677	21.08385
PPFIA4	112	0.9310493	32	0.1594008	482	6.229642	578	1.760129
IFI27L1	70	5.611172	110	5.283651	47	5.857534	348	10.21873
ANKRD52	2970	18.40013	1084	4.0242	265	2.552535	3475	7.886445
SRM	1342	56.53349	2428	61.28975	253	16.57049	4391	67.76083
CITED4	33	1.370785	13	0.3235823	123	7.943685	258	3.925881
NBL1	3650	90.3683	4349	64.52062	118	4.542204	46105	418.1512
ZNF611	103	1.222838	102	0.7256341	19	0.3507088	167	0.72629
ZBTB8A	343	2.890772	443	2.237224	35	0.458616	351	1.08365
PTS	281	16.13397	340	11.69768	159	14.19363	293	6.162607
MATN2	510	6.649564	625	4.883024	91	1.8447	787	3.758891
DIEXF	1890	11.94374	657	2.487883	65	0.6386361	1304	3.018688
QKI	3930	12.88065	4071	7.995255	4622	23.55248	3973	4.770082
CDIPT	1624	49.17554	5974	108.3962	239	11.25181	8086	89.69307
CD55	1025	19.07929	1220	13.60768	1034	29.92405	4326	29.49762
VCAM1	12	0.2009121	1369	13.73454	59	1.535812	463	2.839669
MCTP2	80	2.148293	267	4.296361	91	3.799325	450	4.426681
NUTM2B-AS1	299	3.599193	406	2.928505	29	0.542742	496	2.187145
IFT80	914	11.78242	1308	10.10374	70	1.402968	4468	21.09908
ERCC4	421	3.33928	331	1.573203	71	0.8755693	405	1.17676
CEP350	1330	5.300506	902	2.154062	860	5.328753	1713	2.500835
KLHL20	703	10.88326	1021	9.471428	137	3.297508	1023	5.801516
TTC37	3050	28.67491	2159	12.163	935	13.66706	3732	12.85304
FBXL4	304	5.801616	287	3.282035	88	2.611076	448	3.131954
WRNIP1	1068	22.22483	1566	19.52742	280	9.059135	2408	18.35633
TMEM182	48	0.7947161	49	0.4861303	1345	34.62218	107	0.648958
CAPS2	29	0.8228447	31	0.527069	18	0.7940609	67	0.6963967
OAS3	559	4.515344	248	1.200374	209	2.624743	1458	4.314183
USP36	1003	9.084218	852	4.623939	298	4.196279	3093	10.26192
SPAG5	1550	21.82813	36	0.3037898	14	0.3065309	1244	6.417519
ST3GAL1	2078	15.98572	1999	9.214787	710	8.49193	2393	6.743593
LOC100507557	71	0.9279798	282	2.20859	17	0.3454542	203	0.9719373
ATAD3B	681	14.14949	327	4.071246	72	2.325882	770	5.860659
MOB1B	1723	13.05623	859	3.900422	127	1.496228	951	2.639824
CAAP1	326	6.210419	581	6.632318	72	2.13254	537	3.747483
MGAT1	3777	69.22363	10693	117.4337	368	10.48616	12872	86.42023
ZNF592	813	5.33055	1616	6.34905	765	7.798379	1943	4.666769
MED8	574	15.14851	1240	19.60946	49	2.010553	1130	10.92442
CDC26	359	22.12875	961	35.49537	140	13.41689	1162	26.23799
SGSM2	609	8.380474	1616	13.32535	411	8.793354	2559	12.89982
ZNF790	57	1.247134	105	1.376618	21	0.7143633	94	0.7534046
SMIM27	23	1.722648	39	1.750327	37	4.308557	208	5.706818
ERAL1	774	24.20241	1035	19.39295	235	11.42475	1343	15.38352
TTI1	626	8.776566	487	4.091336	137	2.986292	607	3.11746
EEF1E1	378	33.28558	242	12.76926	66	9.035866	363	11.70936
TMEM57	654	10.64075	856	8.345534	383	9.688458	1601	9.542186
HSPH1	4332	43.34164	2921	17.51194	3015	46.89922	5180	18.98492
SUPT3H	156	1.855351	198	1.411083	15	0.2773666	134	0.5838056
HOXA5	51	1.650553	160	3.10288	23	1.157307	169	2.003586
XRCC3	289	6.089642	139	1.755071	28	0.9173042	595	4.592751
AGO2	2024	7.478853	1288	2.851847	1410	8.100373	2129	2.881789
SARS	3499	93.58608	7356	117.8949	580	24.11886	7861	77.02065
TMEM91	29	2.104434	131	5.696321	27	3.046228	260	6.911505
RAB20	40	1.409377	73	1.54126	73	3.998999	93	1.200361
DERA	677	20.1249	649	11.56048	166	7.672108	784	8.537354
RALA	3465	66.12697	3570	40.82531	184	5.459522	5704	39.87649
B3GNT2	410	7.998173	541	6.323975	86	2.608356	1107	7.910731
PKD1	4771	18.1007	7632	17.35043	3248	19.15858	14236	19.78499
H1F0	1164	26.79037	3555	49.0288	2122	75.93336	6848	57.73664
TRAPPC9	215	1.625741	760	3.443598	626	7.359507	1069	2.961097
ZBTB5	312	3.598958	328	2.267159	33	0.5918307	465	1.964885
MLLT1	1585	18.86758	4565	32.56219	475	8.791074	5568	24.27997
SNAP47	490	11.44973	1082	15.14998	218	7.919849	1180	10.1005
TUBA1C	24947	787.4203	5083	96.13783	711	34.89148	28257	326.7205
CSF1	1361	26.32974	12168	141.0566	625	18.79879	15088	106.9257
CTSF	851	22.65958	7565	120.7027	650	26.90897	7442	72.58952
EIF4E3	190	1.651392	787	4.098804	892	12.05377	466	1.483694
RBBP6	1449	11.53923	1036	4.943724	998	12.35664	3123	9.110508
YIPF4	857	23.38837	1552	25.3803	325	13.78999	1228	12.27664
HIC1	1050	18.4375	3561	37.46886	55	1.50154	6215	39.97752
SLC4A1AP	747	13.48795	679	7.346507	257	7.214725	1279	8.459756
GNPNAT1	1623	22.15791	1286	10.52052	165	3.502318	1756	8.782067
GRN	4991	114.0883	23707	324.7253	591	21.00403	52495	439.5757
C14orf37	545	12.11716	357	4.756182	15	0.5185099	1109	9.032292
EIF3I	3617	101.0777	4776	79.97549	1037	45.0554	5859	59.97803
MON2	1525	7.879452	1230	3.808177	272	2.185025	2129	4.029618
BFSP2-AS1	14	0.8541238	18	0.6580384	20	1.897074	131	2.927697
RHOG	701	28.50066	1514	36.8849	317	20.03815	3880	57.78707
TP73-AS1	509	4.591426	1297	7.010608	177	2.482359	2165	7.154014
MAPK6	2206	28.00016	1745	13.272	711	14.03092	6031	28.04183
OLFM1	231	10.51595	204	5.564837	28	1.981782	2203	36.73778
PDCL3	474	23.64567	297	8.878009	195	15.12409	624	11.40302
ZNF395	1000	11.16759	2374	15.88642	137	2.37871	2377	9.72413
SYNC	1392	21.37088	1650	15.17934	654	15.6107	2686	15.10606
ZNF160	331	4.152155	349	2.623354	70	1.365228	640	2.94095
TAF1	916	7.676532	551	2.766987	324	4.22159	1165	3.576494
COPS7B	534	11.6694	975	12.76726	117	3.975158	1084	8.677576
LINC00667	393	5.299302	841	6.79529	178	3.731707	1042	5.14702
RCN2	2877	68.05656	3582	50.77403	388	14.26998	6043	52.36544
DDX6	3567	30.72385	2752	14.20388	1096	14.67725	3456	10.90456
TBP	298	9.389412	371	7.004578	41	2.00848	398	4.593749
KRT10	369	9.24686	521	7.823328	78	3.038953	3101	28.46634
CABLES2	194	2.748638	244	2.071532	62	1.365743	412	2.138332
TTC3	5709	43.32182	9957	45.27526	825	9.733342	13324	37.03764
KIAA1107	86	1.062895	57	0.4221364	25	0.4803895	156	0.7062829
SLC35B4	964	7.585651	905	4.267272	18	0.2202165	1134	3.268819
IPO11	995	12.15736	599	4.385598	229	4.350238	688	3.079403
WDR36	1073	8.728994	779	3.797413	123	1.555719	505	1.504936
SREK1	1116	8.804985	1007	4.760798	392	4.808526	1736	5.017371
MCRIP2	112	8.617215	459	21.16155	388	46.41326	650	18.31995
PPP1CA	1715	62.56457	2384	52.11425	534	30.28775	3955	52.85339
AKAP2	15800	121.0087	11177	51.29449	705	8.394795	16086	45.13045
ANO10	1344	28.32	1261	15.9219	168	5.503825	2274	17.5528
POLDIP2	2331	46.64329	2785	33.3932	1859	57.8346	5370	39.36255
OBSCN	65	0.170602	118	0.1855832	32649	133.23	320	0.3076684
GPATCH3	186	4.685101	436	6.580796	87	3.407115	521	4.807351
FAHD2B	119	4.468898	177	3.983021	172	10.04253	355	4.883643
RGS3	763	14.84122	2651	30.89872	203	6.139067	5999	42.74505
SHARPIN	535	17.0269	1456	27.76701	367	18.15973	2533	29.53106
AHDC1	574	4.841424	1329	6.716949	279	3.6587	3467	10.71216
INAFM2	187	3.770003	371	4.481876	85	2.664283	232	1.713366
ATRAID	1219	69.69194	5067	173.5864	509	45.24369	9886	207.0434
TSSC4	504	14.27781	1073	18.21448	283	12.46462	1655	17.17478
PDDC1	863	10.84093	1351	10.16943	104	2.031189	3121	14.36188
MGEA5	3577	38.03747	1476	9.405133	1058	17.49201	4310	16.78928
MRI1	334	5.882215	489	5.160469	49	1.341689	827	5.335338
HFE	262	8.353279	337	6.438304	18	0.8922563	865	10.10262
CSRP1	2541	69.66546	2467	40.52919	210	8.951454	4126	41.43851
PEG10	3723	30.12258	658	3.190149	83	1.044092	3436	10.18391
OCRL	1357	14.18548	1067	6.683664	217	3.526838	1800	6.89285
DCPS	265	9.582667	463	10.03246	88	4.947487	791	10.47802
CLIP4	608	14.09035	2052	28.49585	928	33.43703	1341	11.38437
METTL23	273	18.41523	790	31.9321	93	9.753466	1025	25.32797
NDUFC2	221	5.225537	782	11.07978	197	7.24213	476	4.122946
LINC01128	297	2.350524	469	2.224165	451	5.549403	2118	6.140395
SUGCT	61	2.172134	361	7.702821	46	2.54669	372	4.852457
CANT1	1860	28.67083	2155	19.90492	167	4.002259	4045	22.84062
SPG11	1427	9.826067	1506	6.213933	553	5.920281	2571	6.485147
ARFGAP3	1468	29.14628	1626	19.34477	309	9.538433	2610	18.98277
LZTS3	128	1.673794	204	1.598483	79	1.606129	480	2.299298
NAGLU	717	13.82114	4113	47.50827	61	1.828167	7799	55.07132
GAR1	678	36.07039	386	12.30536	61	5.045596	714	13.91494
ZNF579	317	7.841185	815	12.07997	383	14.72932	1197	10.84622
ABHD5	845	8.465277	769	4.616328	302	4.703843	896	3.288172
FAM76B	275	3.732565	223	1.8137	47	0.9918225	344	1.71039
RPL36A	3011	183.2806	5630	205.3525	921	87.16193	6166	137.4901
SOCS2	334	6.776899	428	5.203723	102	3.217704	675	5.017072
TMX2	1739	53.71945	2360	43.68475	237	11.38261	2953	33.41623
DIMT1	1080	25.5253	1145	16.21581	84	3.086654	1337	11.57552
FKBPL	72	2.872863	245	5.857798	11	0.6823961	232	3.391036
LCORL	312	2.986178	249	1.42806	49	0.7291529	252	0.8835348
ADSS	1538	29.64701	1210	13.97642	77	2.307686	2036	14.37687
PFDN6	415	37.21591	548	29.4474	151	21.05324	1321	43.39557
ZNF500	215	4.72144	460	6.053127	19	0.6487107	507	4.078552
HECTD2	387	9.289866	420	6.041346	117	4.366624	530	4.660542
NINJ2	22	0.9718196	240	6.352726	91	6.249796	141	2.281624
REEP3	1832	18.87498	4170	25.74441	117	1.874167	2195	8.284332
DNAJB9	401	8.472946	1486	18.81459	921	30.25597	1802	13.94784
ARAF	552	21.26579	1634	37.72076	814	48.75603	2098	29.60806
LRRK2	203	1.180208	409	1.424858	774	6.996242	857	1.825178
DIAPH2	404	5.728508	220	1.869256	263	5.797988	587	3.04902
RFXANK	396	17.5942	543	14.4564	102	7.045893	1295	21.07688
DNAJC7	1668	43.04594	1885	29.14965	557	22.34873	2474	23.38826
RAB23	2794	33.01018	2846	20.14848	72	1.32256	2650	11.4691
LMOD1	163	2.20347	494	4.001588	1909	40.12239	101	0.500153
SPAST	503	5.174423	537	3.310199	146	2.335115	744	2.803683
RAB11FIP5	3004	37.10153	3132	23.17926	250	4.800576	6206	28.07797
NSUN2	1752	28.75853	1063	10.45567	448	11.43331	1843	11.08205
WDFY2	522	7.349219	305	2.573099	28	0.6129008	617	3.18213
ASPSCR1	237	7.112225	638	11.47265	239	11.15107	1249	13.73035
THBS2	7295	66.52055	40318	220.3004	45	0.6379762	56944	190.2131
JOSD1	1309	20.43594	2308	21.59119	313	7.597325	4097	23.43057
PTRH2	373	22.20065	522	18.61716	56	5.182107	967	21.08363
CYB561	754	13.53686	1098	11.81231	18	0.5024356	3689	24.26147
FRAT2	59	1.434911	217	3.162414	108	4.083742	229	2.04019
PMS1	536	8.409582	430	4.04263	83	2.024646	665	3.822023
EXOSC9	1235	40.28532	279	5.453433	134	6.795887	578	6.906687
DDX19B	575	17.86524	764	14.22395	221	10.67566	1563	17.78942
MTR	1476	7.496981	1447	4.404072	549	4.335446	2053	3.819891
UNC119B	1149	13.99118	2081	15.18422	49	0.9276665	1210	5.397365
C2CD2	749	6.870759	850	4.672267	23	0.3280289	1396	4.691053
RFNG	446	13.08399	2245	39.4646	282	12.86222	3448	37.05397
FBXO3	548	17.78903	884	17.1953	800	40.37598	866	10.29797
NSF	1632	55.46191	1454	29.60909	219	11.57125	2955	36.78699
SNX15	315	8.711931	788	13.05918	126	5.417961	1630	16.51405
PGAP3	176	4.226741	767	11.03759	63	2.352312	1077	9.474814
GPN3	455	15.20261	379	7.588078	302	15.68827	525	6.425812
B4GALT7	373	11.58239	967	17.99292	103	4.972651	1410	16.03875
FAM127C	593	15.64224	1177	18.60402	30	1.230345	2051	19.81856
PLEKHF1	207	6.383406	1402	25.90693	303	14.52734	3201	36.16011
LAS1L	668	15.49424	500	6.949439	120	4.327495	1083	9.202044
MYBBP1A	1282	16.74775	1088	8.516934	438	8.896191	1894	9.063805
FLII	3705	45.60184	4432	32.68736	2969	56.81536	11859	53.46927
ZBTB17	513	10.81389	1094	13.81872	201	6.587522	1421	10.97288
ZNF490	93	0.8178567	122	0.6428949	13	0.1777457	120	0.3865784
USP34	3231	15.3199	2875	8.168509	986	7.268712	3856	6.697584
PRMT9	217	3.298472	174	1.58485	48	1.134373	704	3.920016
RELT	175	2.727314	49	0.4575926	296	7.172163	246	1.404411
AMBRA1	612	6.643641	829	5.392562	187	3.156151	1510	6.004733
SMIM26	201	19.59815	734	42.88456	502	76.09991	1514	54.07629
ARHGAP19	388	3.796932	235	1.378018	52	0.7911629	382	1.369388
MOSPD3	156	6.954096	614	16.401	30	2.079212	1057	17.26049
PXYLP1	172	2.729744	679	6.457273	38	0.9376452	659	3.831254
CEBPG	712	10.12792	1435	12.23146	636	14.06562	1798	9.368975
LRRC49	150	2.605772	173	1.800848	13	0.3511154	527	3.35365
SGK3	203	2.435944	169	1.215189	61	1.138053	256	1.125313
EHD4	1131	20.96505	824	9.152639	151	4.351827	1727	11.72702
ZDHHC9	1375	15.96381	3325	23.1319	122	2.202191	6045	25.70941
TMEM47	3553	46.99949	4790	37.96814	396	8.144315	4326	20.96267
PTGES3L-AARSD1	296	8.867891	524	9.406885	398	18.53844	635	6.968903
OSBPL8	4071	30.18731	5792	25.7358	730	8.416036	6298	17.10756
GALC	698	9.687239	1047	8.707172	111	2.395129	1671	8.495385
USE1	142	8.89603	582	21.84826	100	9.740233	645	14.80232
CAND1	3683	32.96185	3307	17.73495	180	2.504632	3253	10.66488
KRTCAP2	864	84.70482	2014	118.315	213	32.4665	3375	121.2077
TIMELESS	1104	11.41391	179	1.108931	19	0.3054081	541	2.048919
SLC25A40	445	7.595135	174	1.779552	57	1.512557	400	2.500907
SLC27A1	209	3.11853	2017	18.03414	355	8.235565	1614	8.822043
CEBPA-AS1	13	0.3167415	95	1.386983	24	0.9091474	224	1.999271
PIK3R2	1998	26.6865	3175	25.41123	154	3.197999	7237	35.40925
GBF1	2014	16.77868	2876	14.35731	929	12.03304	4723	14.41379
DEAF1	381	8.14016	1924	24.63196	96	3.188898	1944	15.2148
SMARCD3	297	9.463549	926	17.6805	703	34.82686	877	10.23668
PER1	166	1.890432	399	2.722775	1486	26.31075	10713	44.69162
SLC18B1	67	1.481647	219	2.902017	19	0.6532584	246	1.992815
PPAN-P2RY11	559	9.170196	570	5.603089	108	2.754558	787	4.729373
FLOT1	2824	80.298	4600	78.37611	1268	56.05582	8351	86.98423
DPH1	840	17.48699	2024	25.24831	294	9.515784	2560	19.52261
PPP1R12B	243	1.154132	254	0.7228845	3116	23.00955	739	1.285748
ABALON	198	5.579665	226	3.816254	24	1.051515	1070	11.04558
SEC23A	5644	73.17928	5550	43.12013	697	14.05062	6788	32.24074
TATDN1	324	15.13508	468	13.10001	187	13.58135	522	8.932486
URB2	423	4.005673	199	1.129208	77	1.133672	258	0.8949873
LNX1	193	3.329034	340	3.514194	24	0.6436261	394	2.489541
BUD31	1105	56.81456	1502	46.27572	152	12.15073	2463	46.38994
PIGN	699	7.812654	529	3.542934	97	1.6856	751	3.074846
ANXA5	33118	1110.701	23840	479.0991	807	42.07927	66333	814.9386
KMT2B	741	4.690998	767	2.909566	351	3.454741	2146	4.976669
TMTC1	317	1.924783	1836	6.680073	692	6.532661	1224	2.722489
ZNF697	449	4.739847	374	2.365786	88	1.444316	338	1.307064
TRNAU1AP	362	10.39791	417	7.17727	53	2.366872	741	7.796822
CALR	31402	881.2078	31388	527.8014	729	31.80607	67929	698.2939
CHMP4B	1949	63.45998	3987	77.78937	1223	61.91216	9159	109.2441
ATPIF1	840	73.0089	1169	60.88313	1515	204.7249	6961	221.6308
DUSP5	705	14.95525	134	1.703316	132	4.353514	7833	60.8688
INO80C	60	3.780971	75	2.832039	166	16.26379	316	7.294596
FAM41C	15	0.4715133	12	0.2260319	13	0.6353418	35	0.4030257
RAB11B-AS1	23	1.206865	142	4.464831	22	1.794795	197	3.786684
TEAD1	7999	45.55656	3925	13.39494	3944	34.92316	5478	11.42877
CUL4B	1830	18.34679	1644	9.876357	167	2.603077	2136	7.844628
GLA	358	13.53906	687	15.56855	61	3.586714	880	12.1913
PDS5B	948	6.780232	820	3.514277	232	2.579798	1073	2.81124
MYC	1836	41.61402	1060	14.39656	7655	269.7575	19030	158.0039
ACSL1	775	10.77262	1475	12.28563	6923	149.615	1763	8.977054
ARL4A	208	3.473799	179	1.791349	47	1.220396	605	3.701338
EIF2AK2	1107	14.44049	381	2.97814	122	2.474318	853	4.076104
INPP4B	488	2.883414	458	1.621581	74	0.6797987	129	0.2792151
RASSF3	398	6.559144	832	8.216245	194	4.970812	491	2.964201
TAP1	656	11.91706	1453	15.81674	378	10.67625	2227	14.81998
ZYG11B	1394	9.181494	1285	5.071537	2020	20.68538	1360	3.281342
ACOT1	136	4.549745	438	8.780276	135	7.021718	299	3.664219
KCNMA1	2174	9.853331	434	1.178689	338	2.38178	9747	16.18291
SRSF4	1530	32.43042	2289	29.0732	726	23.9254	3496	27.1453
IL15RA	86	2.800184	1311	25.57859	45	2.278044	625	7.4547
MYOF	14536	114.5677	6724	31.75638	86	1.053846	16299	47.05875
PLGLB1	18	0.3205852	63	0.672353	20	0.553812	60	0.3914571
NUP54	1146	27.58361	1567	22.60067	205	7.671527	1222	10.77456
UBE2S	2315	104.2368	733	19.77697	84	5.880451	6248	103.0559
PPOX	147	4.618123	322	6.061637	37	1.807221	418	4.810459
ALDH2	560	14.57815	934	14.56959	1361	55.08509	3768	35.9325
SRSF9	1627	75.02216	1625	44.89947	160	11.47053	4157	70.21729
TAX1BP3	2191	84.95753	5906	137.2268	45	2.712898	7280	103.4077
CHORDC1	1097	17.67686	926	8.941189	233	5.83735	1129	6.664297
POLR3G	155	2.530335	77	0.7532219	26	0.6599045	139	0.8312337
PIM2	40	0.9808281	107	1.572181	78	2.973644	170	1.527017
SOCS5	3004	35.71947	4225	30.10355	202	3.734375	5562	24.22692
TANK	790	63.13734	1957	93.72078	374	46.47209	1438	42.0998
MBP	15	0.2900835	583	6.755948	1336	40.1698	494	3.499619
TRIM14	364	11.93163	51	1.001739	20	1.019271	16	0.1921235
NEPRO	795	9.50575	945	6.770752	393	7.305892	1007	4.410733
TSSC1	419	12.36633	425	7.516256	115	5.276987	646	6.984275
SNHG20	21	0.5192081	47	0.6963152	16	0.6150403	124	1.123067
GSTM4	143	5.37772	417	9.39689	524	30.63761	1161	15.99397
MYLIP	116	2.025629	2247	23.51207	357	9.692405	1338	8.558941
BIN1	634	12.73862	1688	20.32317	14550	454.5247	5318	39.14204
LINC01184	160	2.905616	287	3.123101	24	0.6776273	158	1.051084
CCNC	916	23.55977	1077	16.59882	122	4.878619	1011	9.525523
CSAD	89	1.770977	92	1.096975	150	4.640616	764	5.569014
IREB2	1480	12.60404	1491	7.608719	289	3.826549	1235	3.852805
INHBA	577	5.10268	2002	10.60895	28	0.3849834	3406	11.0339
PSKH1	794	12.23202	2067	19.08113	79	1.892196	2821	15.91999
CPSF3	1035	24.59181	895	12.74263	78	2.881417	980	8.529788
PWWP2A	436	6.944245	366	3.493056	62	1.535295	355	2.071233
NEURL2	11	0.4057046	48	1.060827	44	2.523082	60	0.8106447
RITA1	252	7.034851	721	12.06078	104	4.513871	845	8.64118
GPD2	1281	11.39424	549	2.926137	430	5.946567	966	3.147571
TCTA	581	14.51195	915	13.69483	69	2.679539	1998	18.2813
TMEM201	339	4.719491	420	3.50373	273	5.909075	495	2.524426
BMP1	991	19.14414	4894	56.65159	43	1.291493	6348	44.92222
SLC25A17	451	11.15061	492	7.289087	25	0.9610004	660	5.977617
PRX	90	0.8765728	387	2.258616	46	0.69657	496	1.769657
KPNA6	1797	13.07207	2646	11.53379	725	8.199659	3150	8.394
RTTN	592	4.475829	155	0.7022138	126	1.481098	279	0.7727125
ZNF585A	177	14.6934	183	9.103034	64	8.260201	282	8.575517
PSD3	2517	13.37614	1811	5.767025	24	0.1982988	3033	5.904484
NPM1	17808	659.0653	15242	338.019	1963	112.9523	15207	206.1669
