geneID	A_RC	A_RPKM	B_RC	B_RPKM	C_RC	C_RPKM	D_RC	D_RPKM
JHDM1D-AS1	62	1.397	283	3.821	44	1.541412	997	8.229281
FMO5	10	0.2707056	22	0.3568665	10	0.4208803	116	1.150316
LOC100130075	0	0	0	0	0	0	0	0
TMEM99	147	3.832346	294	4.592833	49	1.986117	441	4.211609
MIR3671	0	0	0	0	0	0	0	0
FANCM	263	6.640227	82	1.240586	37	1.452414	179	1.65555
DDX21	4625	51.34006	1783	11.85992	1190	20.53776	2341	9.519367
TRIM23	527	11.84464	489	6.585762	178	6.220033	503	4.141344
PPP2R5C	2090	25.25461	2270	16.43638	572	10.74612	3639	16.10788
LINC01104	0	0	0	0	0	0	0	0
COASY	779	19.29573	1878	27.87438	152	5.853678	2221	20.15275
MIR6856	0	0	0	0	0	0	0	0
BCL2A1	19	1.080497	3	0.1022297	534	47.21421	119	2.479014
CPD	3200	18.97663	2752	9.779203	625	5.762496	4186	9.093486
TXNDC11	733	12.2038	1314	13.10908	304	7.869117	2140	13.05169
FAM193B	248	2.86071	615	4.250922	276	4.949857	1391	5.877753
UBE2U	0	0	0	0	1	0.02561487	0	0
IKBKE	120	1.852393	308	2.848974	7	0.1680008	628	3.551187
GALNT5	3113	15.97666	2475	7.611462	4	0.03191746	9111	17.12912
BRMS1L	381	7.907044	457	5.683178	161	5.194891	505	3.839216
GALR1	0	0	0	0	0	0	0	0
KRT13	1	0.03175061	0	0	0	0	5	0.0581546
HAPLN3	96	2.426094	450	6.814511	155	6.09017	2334	21.60723
ARMS2	0	0	0	0	0	0	2	0.04862531
GUSBP10	0	0	0	0	0	0	0	0
LAMTOR3	754	9.447334	1520	11.41215	199	3.876613	1186	5.443581
FBXW8	465	5.354617	487	3.360395	55	0.9846901	1062	4.479835
USP30-AS1	1	0.0548331	0	0	0	0	10	0.2008653
STK11	997	16.32048	2319	22.74702	745	18.96075	3999	23.98011
FCGR3B	0	0	0	0	888	32.86207	0	0
LRRC3	66	1.399513	70	0.8894403	2	0.06593626	215	1.670065
LRRC15	7215	65.13757	6136	33.19453	2	0.02807286	1895	6.267098
RBP7	3	0.2456188	0	0	45	5.728149	2	0.05998359
B3GALT1	1	0.0247356	0	0	89	3.42274	6	0.05436704
F10	51	1.947981	144	3.295816	34	2.019087	870	12.17295
MIR5190	0	0	0	0	0	0	0	0
SNORD154	0	0	0	0	0	0	0	0
BTNL9	0	0	0	0	343	8.170887	0	0
FAM124A	47	1.043236	22	0.2926128	12	0.4141212	149	1.211527
FZD10-AS1	23	0.3353496	8	0.06989495	7	0.1586826	27	0.1442101
NDOR1	499	5.541471	748	4.977508	41	0.7078965	1185	4.820642
GKAP1	25	0.7794589	24	0.4483843	380	18.42037	96	1.096444
EEF1B2	4592	221.8506	10078	291.7554	2780	208.8166	12270	217.1527
SCN1B	93	1.093225	170	1.197461	2076	37.94156	554	2.385603
NTSR1	813	10.55145	64	0.4977225	3	0.06053466	1845	8.77162
NAP1L4	2547	54.2444	2190	27.94834	1148	38.01275	3794	29.59957
LGALS9B	0	0	0	0	0	0	0	0
DGAT2	136	3.136878	79	1.091872	215	7.710075	429	3.62475
TNNI3K	0	0	0	0	0	0	0	0
SNORD142	0	0	0	0	0	0	2	0.2014833
ACTG2	13	0.5799901	10	0.2673395	2	0.1387295	1	0.01634328
IGFL3	2	0.1620144	0	0	0	0	0	0
COL18A1-AS2	0	0	0	0	0	0	0	0
LINC01335	0	0	0	0	0	0	0	0
PTK6	2	0.04247665	0	0	0	0	9	0.07002044
PON1	0	0	0	0	0	0	0	0
RNF113A	219	9.054945	516	12.78431	54	3.471338	550	8.330411
SLC6A17	379	3.176703	0	0	1	0.01303163	284	0.8720027
PLAGL1	1045	16.35726	1242	11.64935	143	3.480101	3677	21.08385
PPFIA4	112	0.9310493	32	0.1594008	482	6.229642	578	1.760129
MIR6753	0	0	0	0	1	0.5083927	2	0.2395686
IFI27L1	70	5.611172	110	5.283651	47	5.857534	348	10.21873
ANKRD52	2970	18.40013	1084	4.0242	265	2.552535	3475	7.886445
SNORD19C	0	0	0	0	0	0	0	0
SRM	1342	56.53349	2428	61.28975	253	16.57049	4391	67.76083
VTRNA1-2	0	0	0	0	0	0	0	0
SLURP1	0	0	0	0	1	0.1552633	1	0.03658217
CITED4	33	1.370785	13	0.3235823	123	7.943685	258	3.925881
LOC101928034	47	1.81328	267	6.172542	0	0	817	11.54652
NBL1	3650	90.3683	4349	64.52062	118	4.542204	46105	418.1512
LINC01001	6	0.06973573	0	0	43	0.7770232	56	0.2384263
ZNF611	103	1.222838	102	0.7256341	19	0.3507088	167	0.72629
LINC00850	0	0	0	0	0	0	0	0
COL9A1	0	0	0	0	0	0	0	0
KLK2	0	0	0	0	0	0	0	0
ZBTB8A	343	2.890772	443	2.237224	35	0.458616	351	1.08365
LINC01728	0	0	0	0	0	0	0	0
KRT9	0	0	0	0	0	0	1	0.008582186
PTS	281	16.13397	340	11.69768	159	14.19363	293	6.162607
FCGR2C	0	0	0	0	13	0.4356484	0	0
TEX13C	0	0	0	0	0	0	0	0
LINC00475	2	0.05362678	4	0.06426841	1	0.0416882	30	0.2946694
MATN2	510	6.649564	625	4.883024	91	1.8447	787	3.758891
PCAT7	0	0	0	0	95	4.089188	1	0.01014178
CAPN11	0	0	0	0	0	0	2	0.01440222
DIEXF	1890	11.94374	657	2.487883	65	0.6386361	1304	3.018688
PLCH2	2	0.02215067	0	0	0	0	6	0.02434278
QKI	3930	12.88065	4071	7.995255	4622	23.55248	3973	4.770082
CDIPT	1624	49.17554	5974	108.3962	239	11.25181	8086	89.69307
CD55	1025	19.07929	1220	13.60768	1034	29.92405	4326	29.49762
VCAM1	12	0.2009121	1369	13.73454	59	1.535812	463	2.839669
MCTP2	80	2.148293	267	4.296361	91	3.799325	450	4.426681
NUTM2B-AS1	299	3.599193	406	2.928505	29	0.542742	496	2.187145
LINC00692	0	0	0	0	0	0	0	0
IFT80	914	11.78242	1308	10.10374	70	1.402968	4468	21.09908
MIR4439	0	0	0	0	0	0	0	0
LOC105370697	2	0.053254	0	0	0	0	2	0.01950807
RHBDL1	11	0.3781375	49	1.009344	0	0	145	1.825943
ERCC4	421	3.33928	331	1.573203	71	0.8755693	405	1.17676
MIR1266	0	0	0	0	0	0	0	0
LINC01589	1	0.09342644	12	0.6717952	0	0	11	0.3764649
LINC02032	0	0	0	0	0	0	0	0
MIR1273G	0	0	0	0	0	0	0	0
CEP350	1330	5.300506	902	2.154062	860	5.328753	1713	2.500835
KLHL20	703	10.88326	1021	9.471428	137	3.297508	1023	5.801516
TTC37	3050	28.67491	2159	12.163	935	13.66706	3732	12.85304
CACNG1	0	0	0	0	1045	66.10648	0	0
AADACP1	0	0	10	0.2492956	0	0	0	0
MIR3116-1	0	0	0	0	0	0	0	0
SNORA48B	0	0	0	0	0	0	0	0
C16orf89	1	0.02812102	0	0	11	0.4809336	13	0.1339172
FBXL4	304	5.801616	287	3.282035	88	2.611076	448	3.131954
WRNIP1	1068	22.22483	1566	19.52742	280	9.059135	2408	18.35633
TMEM182	48	0.7947161	49	0.4861303	1345	34.62218	107	0.648958
CDH7	0	0	0	0	0	0	0	0
CAPS2	29	0.8228447	31	0.527069	18	0.7940609	67	0.6963967
OAS3	559	4.515344	248	1.200374	209	2.624743	1458	4.314183
TESMIN	0	0	0	0	5	0.1150019	14	0.07586889
PRSS57	0	0	0	0	0	0	4	0.07309628
KCNQ5-AS1	1	0.04870734	0	0	1	0.07572788	0	0
USP36	1003	9.084218	852	4.623939	298	4.196279	3093	10.26192
LOC105375304	0	0	0	0	0	0	0	0
SPAG5	1550	21.82813	36	0.3037898	14	0.3065309	1244	6.417519
ST3GAL1	2078	15.98572	1999	9.214787	710	8.49193	2393	6.743593
EPHA10	0	0	0	0	0	0	1	0.009499335
LOC100507557	71	0.9279798	282	2.20859	17	0.3454542	203	0.9719373
ATAD3B	681	14.14949	327	4.071246	72	2.325882	770	5.860659
MOB1B	1723	13.05623	859	3.900422	127	1.496228	951	2.639824
LOC105374428	0	0	0	0	0	0	0	0
CD37	3	0.1294291	0	0	141	9.457822	6	0.09482522
KIF11	2349	24.80687	116	0.7340623	3	0.04925742	899	3.477849
LINC00703	1	0.02151094	0	0	0	0	0	0
LOC101926915	0	0	0	0	0	0	0	0
CAAP1	326	6.210419	581	6.632318	72	2.13254	537	3.747483
DPRXP4	0	0	0	0	0	0	2	0.05908158
LOC100126447	0	0	0	0	0	0	0	0
MGAT1	3777	69.22363	10693	117.4337	368	10.48616	12872	86.42023
LOC101927178	0	0	0	0	0	0	2	0.04308031
ZNF592	813	5.33055	1616	6.34905	765	7.798379	1943	4.666769
SNORA11B	0	0	0	0	0	0	0	0
MED8	574	15.14851	1240	19.60946	49	2.010553	1130	10.92442
ZNF726	45	1.547918	22	0.4534654	1	0.05348069	25	0.3150196
CELSR3	52	0.2331209	33	0.08864979	0	0	229	0.3760758
CABP5	0	0	0	0	1	0.04561072	0	0
CDC26	359	22.12875	961	35.49537	140	13.41689	1162	26.23799
MIR1915	0	0	0	0	0	0	0	0
SGSM2	609	8.380474	1616	13.32535	411	8.793354	2559	12.89982
ZNF790	57	1.247134	105	1.376618	21	0.7143633	94	0.7534046
MIR6781	0	0	0	0	0	0	0	0
SMIM27	23	1.722648	39	1.750327	37	4.308557	208	5.706818
ERAL1	774	24.20241	1035	19.39295	235	11.42475	1343	15.38352
TTI1	626	8.776566	487	4.091336	137	2.986292	607	3.11746
EEF1E1	378	33.28558	242	12.76926	66	9.035866	363	11.70936
MIR5698	0	0	0	0	0	0	0	0
TMEM57	654	10.64075	856	8.345534	383	9.688458	1601	9.542186
HSPH1	4332	43.34164	2921	17.51194	3015	46.89922	5180	18.98492
SUPT3H	156	1.855351	198	1.411083	15	0.2773666	134	0.5838056
HOXA5	51	1.650553	160	3.10288	23	1.157307	169	2.003586
NDFIP2-AS1	0	0	0	0	0	0	0	0
XRCC3	289	6.089642	139	1.755071	28	0.9173042	595	4.592751
LOC101926933	0	0	3	0.173386	0	0	0	0
AGO2	2024	7.478853	1288	2.851847	1410	8.100373	2129	2.881789
KCNMB2	0	0	43	0.5153939	0	0	9	0.06594615
MIR605	0	0	0	0	0	0	0	0
SARS	3499	93.58608	7356	117.8949	580	24.11886	7861	77.02065
DLGAP1-AS5	0	0	0	0	0	0	0	0
MIR2110	0	0	0	0	0	0	0	0
PNOC	0	0	0	0	0	0	0	0
TMEM91	29	2.104434	131	5.696321	27	3.046228	260	6.911505
RAB20	40	1.409377	73	1.54126	73	3.998999	93	1.200361
RASL12	6	0.1245686	65	0.8086424	80	2.582312	346	2.631452
MIR3924	0	0	0	0	0	0	0	0
LINC00254	0	0	0	0	0	0	0	0
SLC45A3	57	0.9038221	26	0.24704	6	0.1479179	76	0.4414522
DERA	677	20.1249	649	11.56048	166	7.672108	784	8.537354
RALA	3465	66.12697	3570	40.82531	184	5.459522	5704	39.87649
AGBL4-IT1	0	0	0	0	0	0	0	0
B3GNT2	410	7.998173	541	6.323975	86	2.608356	1107	7.910731
LINC00964	0	0	0	0	0	0	0	0
PKD1	4771	18.1007	7632	17.35043	3248	19.15858	14236	19.78499
ITIH2	0	0	0	0	0	0	1	0.00616012
H1F0	1164	26.79037	3555	49.0288	2122	75.93336	6848	57.73664
TRAPPC9	215	1.625741	760	3.443598	626	7.359507	1069	2.961097
ZBTB5	312	3.598958	328	2.267159	33	0.5918307	465	1.964885
BEX5	2	0.1245686	5	0.1866098	1	0.0968367	0	0
STKLD1	2	0.0385943	58	0.6706672	2	0.0600046	44	0.311034
MLLT1	1585	18.86758	4565	32.56219	475	8.791074	5568	24.27997
SNORD18C	0	0	0	0	0	0	0	0
SNAP47	490	11.44973	1082	15.14998	218	7.919849	1180	10.1005
SIM2	127	2.282373	69	0.7430497	4	0.1117646	16	0.1053331
TUBA1C	24947	787.4203	5083	96.13783	711	34.89148	28257	326.7205
LOC101928917	3	0.1358787	5	0.1357019	4	0.281677	27	0.4479771
USP17L26	0	0	0	0	0	0	0	0
HPN-AS1	0	0	0	0	1	0.07417829	0	0
CSF1	1361	26.32974	12168	141.0566	625	18.79879	15088	106.9257
CTSF	851	22.65958	7565	120.7027	650	26.90897	7442	72.58952
MIR23A	0	0	0	0	0	0	0	0
MIR8067	0	0	0	0	0	0	0	0
OR5K4	0	0	0	0	0	0	0	0
PI3	0	0	0	0	28	4.21397	13	0.4609749
ALDH1L1-AS2	0	0	0	0	9	0.3230252	0	0
OR2A1	0	0	0	0	0	0	0	0
EIF4E3	190	1.651392	787	4.098804	892	12.05377	466	1.483694
LEUTX	0	0	0	0	0	0	0	0
RBBP6	1449	11.53923	1036	4.943724	998	12.35664	3123	9.110508
YIPF4	857	23.38837	1552	25.3803	325	13.78999	1228	12.27664
KLF14	2	0.07251762	29	0.6300825	5	0.2818675	33	0.4383182
LINC00433	0	0	0	0	0	0	0	0
HIC1	1050	18.4375	3561	37.46886	55	1.50154	6215	39.97752
ABHD1	1	0.03708629	17	0.377788	16	0.9225604	5	0.06792747
SLC4A1AP	747	13.48795	679	7.346507	257	7.214725	1279	8.459756
GNPNAT1	1623	22.15791	1286	10.52052	165	3.502318	1756	8.782067
GRN	4991	114.0883	23707	324.7253	591	21.00403	52495	439.5757
TSPAN11	433	4.174828	728	4.205987	5	0.07495181	3199	11.29866
C14orf37	545	12.11716	357	4.756182	15	0.5185099	1109	9.032292
EIF3I	3617	101.0777	4776	79.97549	1037	45.0554	5859	59.97803
LIPE-AS1	6	0.1183379	7	0.08272874	0	0	40	0.2889978
KRTAP4-6	0	0	0	0	0	0	0	0
RAB4B-EGLN2	2	0.03764603	0	0	0	0	7	0.04826689
MON2	1525	7.879452	1230	3.808177	272	2.185025	2129	4.029618
FGR	0	0	0	0	511	17.4469	11	0.08848929
DSPP	0	0	0	0	0	0	0	0
MIR4778	0	0	0	0	0	0	0	0
BFSP2-AS1	14	0.8541238	18	0.6580384	20	1.897074	131	2.927697
MIR4536-2	0	0	0	0	0	0	0	0
IGFL2	0	0	0	0	0	0	0	0
MIR518A1	0	0	0	0	0	0	0	0
RHOG	701	28.50066	1514	36.8849	317	20.03815	3880	57.78707
SNORA5A	0	0	0	0	0	0	0	0
PTGIR	158	4.061855	559	8.611228	8	0.3197561	838	7.891752
TP73-AS1	509	4.591426	1297	7.010608	177	2.482359	2165	7.154014
WFDC10B	0	0	0	0	0	0	0	0
MAPK6	2206	28.00016	1745	13.272	711	14.03092	6031	28.04183
OLFM1	231	10.51595	204	5.564837	28	1.981782	2203	36.73778
OR4Q3	0	0	0	0	0	0	0	0
PDCL3	474	23.64567	297	8.878009	195	15.12409	624	11.40302
ZNF395	1000	11.16759	2374	15.88642	137	2.37871	2377	9.72413
SYNC	1392	21.37088	1650	15.17934	654	15.6107	2686	15.10606
ZNF160	331	4.152155	349	2.623354	70	1.365228	640	2.94095
MIR670HG	0	0	0	0	0	0	0	0
RBAK-RBAKDN	0	0	0	0	0	0	1	0.02289583
TAF1	916	7.676532	551	2.766987	324	4.22159	1165	3.576494
COPS7B	534	11.6694	975	12.76726	117	3.975158	1084	8.677576
ZC3H12B	34	0.2512831	126	0.5580086	7	0.08043478	90	0.2436626
LINC00667	393	5.299302	841	6.79529	178	3.731707	1042	5.14702
SLCO5A1	5	0.07178953	0	0	179	3.995817	1	0.005259605
CFL1P1	0	0	6	0.09094587	0	0	12	0.111196
RCN2	2877	68.05656	3582	50.77403	388	14.26998	6043	52.36544
MIR6876	0	0	0	0	0	0	0	0
DDX6	3567	30.72385	2752	14.20388	1096	14.67725	3456	10.90456
SNORD41	0	0	0	0	0	0	0	0
APOC2	0	0	0	0	0	0	0	0
FAM95B1	0	0	0	0	3	0.1621058	3	0.03819434
LINC01756	0	0	0	0	0	0	5	0.04572771
TBP	298	9.389412	371	7.004578	41	2.00848	398	4.593749
ARHGEF34P	28	0.3571717	16	0.1222996	1	0.01983264	15	0.07009262
PDZD9	1	0.04029059	0	0	0	0	0	0
KRT10	369	9.24686	521	7.823328	78	3.038953	3101	28.46634
C10orf71-AS1	0	0	0	0	236	28.31199	0	0
SCARNA26B	0	0	0	0	0	0	0	0
CABLES2	194	2.748638	244	2.071532	62	1.365743	412	2.138332
MIR4536-1	0	0	0	0	0	0	0	0
RGS7BP	0	0	0	0	7	0.1617613	0	0
TTC3	5709	43.32182	9957	45.27526	825	9.733342	13324	37.03764
KIAA1107	86	1.062895	57	0.4221364	25	0.4803895	156	0.7062829
LOC101928443	0	0	0	0	0	0	0	0
LINC01544	0	0	0	0	1	0.02591744	0	0
SLC35B4	964	7.585651	905	4.267272	18	0.2202165	1134	3.268819
LOC100506790	0	0	0	0	0	0	0	0
TRIM46	91	1.583399	129	1.345007	0	0	467	2.976651
IPO11	995	12.15736	599	4.385598	229	4.350238	688	3.079403
CALML6	0	0	0	0	145	10.98054	22	0.3925356
FRG2EP	0	0	0	0	0	0	1	0.009467289
LINC00260	17	0.7150237	0	0	1	0.06539325	43	0.6625246
SPINK5	0	0	2	0.02204748	1	0.02860254	0	0
WDR36	1073	8.728994	779	3.797413	123	1.555719	505	1.504936
SREK1	1116	8.804985	1007	4.760798	392	4.808526	1736	5.017371
BIN2	0	0	0	0	147	5.676855	0	0
MCRIP2	112	8.617215	459	21.16155	388	46.41326	650	18.31995
IFNL4	0	0	0	0	0	0	0	0
PPP1CA	1715	62.56457	2384	52.11425	534	30.28775	3955	52.85339
LOC100101148	0	0	0	0	0	0	0	0
AKAP2	15800	121.0087	11177	51.29449	705	8.394795	16086	45.13045
PRPH	0	0	0	0	0	0	5	0.05358599
ANO10	1344	28.32	1261	15.9219	168	5.503825	2274	17.5528
GOLGA6A	1	0.016885	0	0	1	0.02625201	4	0.02474134
MIR4638	0	0	0	0	0	0	0	0
ABCC3	141	1.463681	1246	7.750527	3	0.04841835	871	3.312131
SLC34A3	0	0	8	0.1210328	1	0.03925442	6	0.05549329
POLDIP2	2331	46.64329	2785	33.3932	1859	57.8346	5370	39.36255
LINC02204	2	0.03345401	0	0	3	0.07801909	1	0.006127456
OBSCN	65	0.170602	118	0.1855832	32649	133.23	320	0.3076684
SPIN3	168	2.020475	311	2.241251	8	0.1495876	367	1.61686
SCN11A	0	0	0	0	0	0	1	0.003102926
ARHGAP36	0	0	0	0	52	1.404462	0	0
LOC101928177	0	0	0	0	0	0	0	0
FBXO39	0	0	0	0	2	0.1000317	0	0
LINC01257	0	0	0	0	1	0.03371468	0	0
GPATCH3	186	4.685101	436	6.580796	87	3.407115	521	4.807351
SLC23A1	0	0	4	0.05471981	0	0	10	0.08362973
FAHD2B	119	4.468898	177	3.983021	172	10.04253	355	4.883643
S100A5	2	0.1510613	6	0.2715567	0	0	22	0.6087067
LOC101929352	0	0	0	0	0	0	0	0
KLLN	22	0.275845	36	0.2704773	6	0.1169648	41	0.1883165
MIR4721	0	0	0	0	0	0	0	0
RGS3	763	14.84122	2651	30.89872	203	6.139067	5999	42.74505
UNCX	0	0	0	0	1	0.05224085	0	0
SHARPIN	535	17.0269	1456	27.76701	367	18.15973	2533	29.53106
MIR3164	0	0	0	0	0	0	0	0
LINC02240	0	0	0	0	0	0	0	0
LINC00707	5	0.08734003	0	0	1	0.02715844	0	0
RASSF1-AS1	5	0.3411373	10	0.4088322	3	0.3182305	24	0.5998359
AHDC1	574	4.841424	1329	6.716949	279	3.6587	3467	10.71216
MIR4712	0	0	0	0	0	0	0	0
INAFM2	187	3.770003	371	4.481876	85	2.664283	232	1.713366
LINC01761	0	0	0	0	0	0	0	0
ATRAID	1219	69.69194	5067	173.5864	509	45.24369	9886	207.0434
MIR943	0	0	0	0	0	0	0	0
TSSC4	504	14.27781	1073	18.21448	283	12.46462	1655	17.17478
MIR4644	0	0	0	0	0	0	0	0
PDDC1	863	10.84093	1351	10.16943	104	2.031189	3121	14.36188
TAF7L	15	0.3415718	0	0	0	0	40	0.3336667
MGEA5	3577	38.03747	1476	9.405133	1058	17.49201	4310	16.78928
MRI1	334	5.882215	489	5.160469	49	1.341689	827	5.335338
LPL	7	0.1001835	0	0	590	13.12839	2	0.01048552
SNORA70B	0	0	0	0	0	0	0	0
HFE	262	8.353279	337	6.438304	18	0.8922563	865	10.10262
PDCD6IPP2	3	0.07660968	0	0	6	0.2382183	7	0.06548208
FAM155A-IT1	2	0.05935448	0	0	0	0	0	0
CSRP1	2541	69.66546	2467	40.52919	210	8.951454	4126	41.43851
HIST2H2BC	8	0.7371378	9	0.4969207	6	0.8595505	89	3.004075
C9orf172	11	0.2012605	11	0.1205992	6	0.1706784	149	0.998652
DPEP3	0	0	0	0	3	0.1441667	0	0
LINC02109	0	0	0	0	0	0	0	0
LOC100129027	1	0.01495448	0	0	0	0	2	0.01095629
PEG10	3723	30.12258	658	3.190149	83	1.044092	3436	10.18391
LOC105371925	27	0.9971921	48	1.062288	3	0.1722653	81	1.095878
OCRL	1357	14.18548	1067	6.683664	217	3.526838	1800	6.89285
DCPS	265	9.582667	463	10.03246	88	4.947487	791	10.47802
MIR1178	0	0	0	0	0	0	0	0
LOC100506801	0	0	0	0	1	0.03239176	1	0.007631944
C14orf180	0	0	0	0	39	1.768178	0	0
CLIP4	608	14.09035	2052	28.49585	928	33.43703	1341	11.38437
C8orf34-AS1	3	0.1005502	37	0.7431035	0	0	33	0.4051704
METTL23	273	18.41523	790	31.9321	93	9.753466	1025	25.32797
NDUFC2	221	5.225537	782	11.07978	197	7.24213	476	4.122946
LINC01128	297	2.350524	469	2.224165	451	5.549403	2118	6.140395
SUGCT	61	2.172134	361	7.702821	46	2.54669	372	4.852457
CANT1	1860	28.67083	2155	19.90492	167	4.002259	4045	22.84062
SPG11	1427	9.826067	1506	6.213933	553	5.920281	2571	6.485147
SLC16A8	5	0.1414208	7	0.1186389	1	0.04397489	25	0.2590272
ALKAL1	0	0	0	0	0	0	0	0
ARFGAP3	1468	29.14628	1626	19.34477	309	9.538433	2610	18.98277
LZTS3	128	1.673794	204	1.598483	79	1.606129	480	2.299298
AIF1	1	0.08525719	0	0	89	11.7973	0	0
LINC02197	0	0	0	0	0	0	2	0.06716111
LOC101929011	0	0	0	0	0	0	0	0
MGC32805	0	0	0	0	0	0	0	0
NAGLU	717	13.82114	4113	47.50827	61	1.828167	7799	55.07132
GAR1	678	36.07039	386	12.30536	61	5.045596	714	13.91494
ZFAT-AS1	1	0.05711052	8	0.2737738	3	0.2663783	4	0.08368317
BARX2	0	0	0	0	1	0.04718528	0	0
MCEMP1	0	0	0	0	102	6.501829	0	0
OR2T8	0	0	0	0	0	0	0	0
KEL	0	0	0	0	4	0.1309406	4	0.03085139
LOC100506207	7	0.3173182	7	0.1901432	5	0.3523939	53	0.8801057
LOC101929002	0	0	0	0	0	0	0	0
LOC105372833	0	0	0	0	0	0	4	0.149959
ZNF579	317	7.841185	815	12.07997	383	14.72932	1197	10.84622
LOC100288208	0	0	0	0	0	0	0	0
VGLL1	0	0	0	0	0	0	0	0
ZNF30	67	1.348722	175	2.110918	8	0.2503796	57	0.4203242
LARS2-AS1	0	0	0	0	0	0	0	0
ABHD5	845	8.465277	769	4.616328	302	4.703843	896	3.288172
FAM76B	275	3.732565	223	1.8137	47	0.9918225	344	1.71039
LINC00951	0	0	0	0	0	0	0	0
RPL36A	3011	183.2806	5630	205.3525	921	87.16193	6166	137.4901
CSAG1	0	0	0	0	0	0	0	0
MIR3165	0	0	0	0	0	0	0	0
LINC02215	0	0	0	0	0	0	0	0
SOCS2	334	6.776899	428	5.203723	102	3.217704	675	5.017072
ANGPTL3	0	0	0	0	0	0	1	0.006656938
TMX2	1739	53.71945	2360	43.68475	237	11.38261	2953	33.41623
DIMT1	1080	25.5253	1145	16.21581	84	3.086654	1337	11.57552
LOC102724009	1	0.09214222	5	0.2760671	1	0.1432584	2	0.0675073
FKBPL	72	2.872863	245	5.857798	11	0.6823961	232	3.391036
PNMAL1	127	1.950902	230	2.117121	2	0.04776648	302	1.69942
SNORD18A	0	0	0	0	0	0	0	0
RNASE11	0	0	0	0	0	0	0	0
LCORL	312	2.986178	249	1.42806	49	0.7291529	252	0.8835348
KRT73	0	0	0	0	0	0	0	0
MIR337	0	0	0	0	0	0	0	0
IDI2-AS1	19	0.780773	6	0.1477435	74	4.727857	862	12.97599
TCHHL1	0	0	0	0	0	0	0	0
ZNF594	64	0.7037346	22	0.1449564	9	0.1538625	71	0.285989
ADSS	1538	29.64701	1210	13.97642	77	2.307686	2036	14.37687
CPSF4L	0	0	0	0	0	0	0	0
LINC01206	2	0.01122251	0	0	0	0	0	0
SNORA77	0	0	0	0	0	0	0	0
PFDN6	415	37.21591	548	29.4474	151	21.05324	1321	43.39557
ZNF500	215	4.72144	460	6.053127	19	0.6487107	507	4.078552
ZNF705D	0	0	0	0	0	0	0	0
HECTD2	387	9.289866	420	6.041346	117	4.366624	530	4.660542
LINC01623	0	0	0	0	0	0	0	0
MIR1294	0	0	0	0	0	0	0	0
MFAP2	846	41.31899	11544	337.8482	3	0.2278044	14149	253.1437
NINJ2	22	0.9718196	240	6.352726	91	6.249796	141	2.281624
REEP3	1832	18.87498	4170	25.74441	117	1.874167	2195	8.284332
DNAJB9	401	8.472946	1486	18.81459	921	30.25597	1802	13.94784
ARAF	552	21.26579	1634	37.72076	814	48.75603	2098	29.60806
LRRK2	203	1.180208	409	1.424858	774	6.996242	857	1.825178
LCE3A	0	0	0	0	2	0.6176029	0	0
DCHS2	0	0	50	0.3172809	0	0	20	0.07758541
DIAPH2	404	5.728508	220	1.869256	263	5.797988	587	3.04902
RHOXF1	0	0	0	0	0	0	0	0
RFXANK	396	17.5942	543	14.4564	102	7.045893	1295	21.07688
ABCC2	13	0.128011	9	0.05310464	11	0.1684062	35	0.1262508
GATA5	0	0	0	0	0	0	0	0
DNAJC7	1668	43.04594	1885	29.14965	557	22.34873	2474	23.38826
RAB23	2794	33.01018	2846	20.14848	72	1.32256	2650	11.4691
PPM1J	10	0.312875	33	0.6186866	230	11.1882	73	0.836673
LMOD1	163	2.20347	494	4.001588	1909	40.12239	101	0.500153
MIR548X2	0	0	0	0	0	0	0	0
SPAST	503	5.174423	537	3.310199	146	2.335115	744	2.803683
SNAR-A9	0	0	0	0	0	0	0	0
RAB11FIP5	3004	37.10153	3132	23.17926	250	4.800576	6206	28.07797
NSUN2	1752	28.75853	1063	10.45567	448	11.43331	1843	11.08205
KRT19P2	0	0	0	0	0	0	0	0
FAT3	131	0.3688301	27	0.04555172	1	0.004377403	289	0.2980677
LOC338694	0	0	0	0	0	0	0	0
MIR4768	0	0	0	0	0	0	0	0
WDFY2	522	7.349219	305	2.573099	28	0.6129008	617	3.18213
ASPSCR1	237	7.112225	638	11.47265	239	11.15107	1249	13.73035
OR2T27	0	0	0	0	0	0	0	0
THBS2	7295	66.52055	40318	220.3004	45	0.6379762	56944	190.2131
LINC00302	4	0.3796586	0	0	0	0	1	0.03476924
LOC100130992	21	0.173871	56	0.2778316	9	0.1158542	86	0.2608365
MTRNR2L2	1	0.0517633	0	0	0	0	1	0.01896199
HBBP1	0	0	0	0	0	0	0	0
RAET1E	34	1.903247	4	0.1341721	1	0.08703173	76	1.558446
LOC102724434	2	0.05370734	0	0	0	0	2	0.01967414
JOSD1	1309	20.43594	2308	21.59119	313	7.597325	4097	23.43057
MIR4262	0	0	0	0	0	0	0	0
TMEM92-AS1	0	0	0	0	0	0	14	0.3686659
PTRH2	373	22.20065	522	18.61716	56	5.182107	967	21.08363
CYB561	754	13.53686	1098	11.81231	18	0.5024356	3689	24.26147
FRAT2	59	1.434911	217	3.162414	108	4.083742	229	2.04019
C1QTNF2	65	1.45421	8	0.1072481	10	0.3478365	339	2.778276
FMO1	0	0	694	10.21582	0	0	258	2.321719
